data_resposta,cpf,intervalo_renda
2024-02-06,87603779207,R$4.000–8.000
2024-08-26,39632047595,R$8.000–12.000
2024-04-11,40070577998,R$2.000–4.000
2024-10-20,74340011879,+R$12.000
2025-12-13,95050276751,R$2.000–4.000
2024-11-09,29751062558,R$8.000–12.000
2025-07-22,50604284828,R$8.000–12.000
2025-12-08,63695412763,+R$12.000
2024-12-24,40475064279,+R$12.000
2025-09-28,89181943535,R$4.000–8.000
2025-07-11,15861329135,R$8.000–12.000
2025-03-16,17202714962,+R$12.000
2025-11-13,01569225934,R$8.000–12.000
2024-05-18,18675572452,R$2.000–4.000
2025-10-08,08311351203,+R$12.000
2025-02-15,07499749082,R$8.000–12.000
2025-02-01,23912039693,R$8.000–12.000
2025-04-17,23760789208,R$8.000–12.000
2024-01-14,86607807050,R$4.000–8.000
2024-10-09,54916942803,+R$12.000
2025-09-14,87335293403,R$4.000–8.000
2025-10-21,34689391852,+R$12.000
2024-01-21,36553456992,R$8.000–12.000
2025-03-12,03088767419,R$8.000–12.000
2025-08-22,84893744844,R$8.000–12.000
2025-09-13,14063036642,R$8.000–12.000
2024-03-30,70514877875,R$8.000–12.000
2025-06-23,04757552036,R$4.000–8.000
2024-10-13,32388720668,R$8.000–12.000
2024-04-02,46648394515,+R$12.000
2025-10-05,21399666237,+R$12.000
2024-11-19,82108137167,R$4.000–8.000
2024-10-31,30631743668,R$8.000–12.000
2025-09-14,83933011184,R$8.000–12.000
2024-07-01,75298378980,R$8.000–12.000
2024-08-07,78373409658,+R$12.000
2024-09-01,70667473292,R$8.000–12.000
2025-07-03,84596469088,R$8.000–12.000
2024-10-01,65264815432,R$8.000–12.000
2024-03-24,92573953078,R$4.000–8.000
2024-07-31,79230610715,R$8.000–12.000
2025-07-03,24817426593,R$4.000–8.000
2025-01-06,90724608171,R$4.000–8.000
2024-12-29,78010969906,+R$12.000
2024-09-24,00991261313,-R$2.000
2024-07-10,86894600852,+R$12.000
2024-05-28,86287193537,R$2.000–4.000
2025-04-06,58692617964,R$4.000–8.000
2025-08-26,46403180709,R$8.000–12.000
2024-09-22,53397315018,R$8.000–12.000
2025-01-07,71640563214,R$8.000–12.000
2025-10-01,56984204892,+R$12.000
2025-04-01,85955253565,R$8.000–12.000
2024-10-27,82222445847,R$8.000–12.000
2024-08-08,31787234931,R$8.000–12.000
2025-12-08,82659147810,R$4.000–8.000
2025-09-19,26678368405,R$8.000–12.000
2024-05-31,74895063596,R$8.000–12.000
2025-04-18,42864043178,R$8.000–12.000
2024-05-20,01462798012,+R$12.000
2024-05-23,37836715487,+R$12.000
2024-11-10,89172845848,+R$12.000
2025-02-16,07395511158,R$8.000–12.000
2024-11-03,03172351373,R$8.000–12.000
2024-12-13,55360261178,R$4.000–8.000
2025-08-27,35189364081,R$4.000–8.000
2025-12-05,09577687614,+R$12.000
2024-07-28,38229093926,R$8.000–12.000
2025-01-20,64577852266,R$8.000–12.000
2024-05-28,94409493491,+R$12.000
2024-05-10,83828084817,R$8.000–12.000
2024-03-18,57431676794,R$4.000–8.000
2025-08-19,17662047196,R$4.000–8.000
2025-07-14,35667116880,R$8.000–12.000
2024-05-09,58771962471,R$8.000–12.000
2024-04-08,73252414232,R$8.000–12.000
2024-06-18,17309818192,+R$12.000
2024-09-14,92565480122,+R$12.000
2024-05-21,84447795698,R$8.000–12.000
2024-05-11,25428912506,+R$12.000
2025-05-21,21226389118,R$8.000–12.000
2024-02-02,66270237992,R$8.000–12.000
2025-09-26,42234174397,R$8.000–12.000
2025-01-16,99911500531,R$4.000–8.000
2025-12-24,06681560872,+R$12.000
2024-08-18,86738148740,R$8.000–12.000
2024-11-29,64410879362,R$4.000–8.000
2025-01-13,93149317251,R$2.000–4.000
2024-09-04,68930430869,R$8.000–12.000
2025-11-12,53309968313,+R$12.000
2024-04-18,80682172610,+R$12.000
2025-07-07,33136542050,R$8.000–12.000
2024-02-15,04303499201,R$8.000–12.000
2024-08-19,55540621593,R$8.000–12.000
2025-05-01,61982799792,+R$12.000
2025-03-31,71548312718,R$8.000–12.000
2024-01-28,90339893273,R$8.000–12.000
2024-02-10,25436030612,R$8.000–12.000
2024-04-24,29123093333,R$8.000–12.000
2025-10-20,29890601102,R$4.000–8.000
2024-01-04,91456077295,+R$12.000
2025-09-24,74456572676,R$8.000–12.000
2024-01-11,45789446270,R$8.000–12.000
2024-09-24,31081974408,R$4.000–8.000
2024-02-21,66864623636,R$8.000–12.000
2024-02-10,80548348171,+R$12.000
2025-09-06,34818835556,R$4.000–8.000
2025-07-05,76153451906,R$2.000–4.000
2025-03-24,62320266973,R$8.000–12.000
2025-08-15,98015927992,R$8.000–12.000
2025-02-22,18795499734,R$4.000–8.000
2024-06-24,91899161640,+R$12.000
2025-09-01,48855875524,R$4.000–8.000
2025-09-10,21914685350,R$2.000–4.000
2025-01-04,17407752790,R$8.000–12.000
2025-01-02,57134091565,R$4.000–8.000
2024-03-12,95406828304,+R$12.000
2024-09-01,24489678365,R$8.000–12.000
2024-05-18,57001193092,R$8.000–12.000
2025-12-04,40848082840,+R$12.000
2025-03-24,43201793351,R$8.000–12.000
2025-11-22,20395857219,R$8.000–12.000
2025-04-12,26884297934,+R$12.000
2024-06-03,41568807285,R$4.000–8.000
2024-06-18,69837137276,R$8.000–12.000
2024-09-14,41162915226,R$4.000–8.000
2024-07-04,89872121520,R$4.000–8.000
2024-12-26,68257225891,+R$12.000
2024-05-27,91087275193,R$8.000–12.000
2024-06-05,44760507883,R$8.000–12.000
2025-06-16,24421725973,+R$12.000
2025-12-31,83505606555,R$4.000–8.000
2025-03-02,84466548240,R$4.000–8.000
2024-04-10,80171309243,R$4.000–8.000
2025-12-01,49107299531,R$8.000–12.000
2025-01-12,84802758008,+R$12.000
2024-08-06,14261635772,R$8.000–12.000
2025-11-30,55060939407,+R$12.000
2024-04-10,07469321938,R$2.000–4.000
2025-04-14,31261860118,R$2.000–4.000
2024-08-15,03432926205,R$8.000–12.000
2024-10-24,61679007117,R$4.000–8.000
2024-07-22,00534214478,R$4.000–8.000
2025-03-28,86370855360,+R$12.000
2025-11-29,90881075835,R$8.000–12.000
2025-11-15,43760607394,R$8.000–12.000
2025-05-28,51996636580,R$8.000–12.000
2025-10-05,71146671099,R$8.000–12.000
2025-03-19,20178983572,R$8.000–12.000
2024-04-07,12496437110,R$4.000–8.000
2024-04-05,04361178224,R$8.000–12.000
2025-06-11,77482430890,R$8.000–12.000
2025-05-22,18469628753,+R$12.000
2025-05-31,02039221317,+R$12.000
2024-07-08,09301217502,R$8.000–12.000
2024-03-16,16297653999,R$8.000–12.000
2025-07-22,54108727252,R$4.000–8.000
2025-06-18,17914018643,R$8.000–12.000
2025-01-05,66678140273,+R$12.000
2024-08-02,63458199346,R$8.000–12.000
2025-07-16,69580206725,R$8.000–12.000
2025-07-22,25943703615,R$8.000–12.000
2024-11-19,58279764840,+R$12.000
2024-08-24,49708591922,+R$12.000
2025-05-21,12650380418,+R$12.000
2025-09-17,86789753641,+R$12.000
2025-03-16,48745764835,R$8.000–12.000
2024-10-26,77075215674,R$2.000–4.000
2024-03-25,76434946526,R$8.000–12.000
2025-12-22,00217706978,R$8.000–12.000
2025-02-18,89697770796,R$8.000–12.000
2024-08-12,64993534086,R$8.000–12.000
2024-09-05,71871341768,+R$12.000
2025-01-09,72368198048,+R$12.000
2025-07-15,08912625140,R$4.000–8.000
2024-10-04,53152052258,R$8.000–12.000
2024-04-16,47367516817,R$8.000–12.000
2025-11-20,38256769598,R$8.000–12.000
2024-04-11,66684073678,R$8.000–12.000
2024-07-14,08674918397,R$4.000–8.000
2025-01-07,99326992101,R$4.000–8.000
2025-01-28,61464679870,R$2.000–4.000
2024-09-28,57949559105,R$4.000–8.000
2025-04-13,83648589794,+R$12.000
2024-09-20,37862463495,R$4.000–8.000
2024-06-25,81432609160,R$2.000–4.000
2025-08-05,83332471774,R$4.000–8.000
2025-12-07,88039296535,R$8.000–12.000
2025-09-11,68448006161,R$4.000–8.000
2024-09-01,96132438535,R$4.000–8.000
2024-03-25,55324900550,+R$12.000
2024-03-30,35517348983,R$4.000–8.000
2024-03-19,44262637698,R$8.000–12.000
2024-02-08,66359097259,R$8.000–12.000
2025-12-13,10446822027,R$8.000–12.000
2025-01-28,73189959311,R$8.000–12.000
2025-08-20,48593613581,R$8.000–12.000
2025-12-25,88848093623,+R$12.000
2024-01-09,37484054780,R$8.000–12.000
2025-05-23,90108357300,+R$12.000
2024-10-19,43894615564,R$8.000–12.000
2024-02-09,00407784469,R$8.000–12.000
2025-01-13,43484099854,R$8.000–12.000
2024-08-26,64308912982,R$2.000–4.000
2025-03-21,09955867273,R$8.000–12.000
2025-12-05,53552059476,+R$12.000
2024-09-10,71395921132,+R$12.000
2025-01-04,51884165904,R$4.000–8.000
2024-07-23,28038349726,R$8.000–12.000
2024-10-29,47866240796,R$4.000–8.000
2025-03-11,00391611606,R$4.000–8.000
2024-02-16,11990771665,+R$12.000
2024-02-13,51462301378,R$4.000–8.000
2024-09-21,61893775988,+R$12.000
2024-10-10,52884164879,R$8.000–12.000
2024-01-26,35986316556,R$8.000–12.000
2025-04-19,98269619525,R$4.000–8.000
2024-04-25,03852404247,R$2.000–4.000
2024-01-19,39913027413,R$4.000–8.000
2025-07-12,46751385343,R$8.000–12.000
2024-10-04,17533354958,R$4.000–8.000
2024-04-05,73090115389,R$8.000–12.000
2024-02-15,99173560571,+R$12.000
2024-01-12,47615797219,R$8.000–12.000
2025-04-19,89515054738,R$8.000–12.000
2024-07-09,38847968995,R$8.000–12.000
2025-03-25,13012279595,+R$12.000
2024-09-29,09382081471,R$4.000–8.000
2025-07-27,85675210771,R$8.000–12.000
2025-12-10,77042947258,R$8.000–12.000
2025-04-26,97840055376,R$4.000–8.000
2024-07-06,65600350185,R$8.000–12.000
2024-05-16,52514232718,+R$12.000
2024-09-23,73729588321,R$8.000–12.000
2025-02-18,77213563892,R$8.000–12.000
2024-02-01,05303395839,R$8.000–12.000
2025-02-04,00427487329,R$8.000–12.000
2025-01-08,37369511845,+R$12.000
2024-12-12,18594004896,R$8.000–12.000
2025-09-20,01497494593,R$8.000–12.000
2024-05-12,91062715312,+R$12.000
2024-04-15,10277437113,+R$12.000
2024-09-05,79302214899,R$8.000–12.000
2025-03-31,98487642534,R$8.000–12.000
2024-10-07,51556611387,R$4.000–8.000
2025-06-17,70255109216,+R$12.000
2025-04-11,96960716904,R$4.000–8.000
2025-09-01,10938667693,R$8.000–12.000
2024-07-05,92603805620,R$8.000–12.000
2025-12-20,20399492377,R$8.000–12.000
2025-03-24,12555817773,R$4.000–8.000
2025-05-15,62559431940,R$8.000–12.000
2025-02-07,62238756756,R$2.000–4.000
2024-09-27,48673581821,R$8.000–12.000
2025-08-03,73181017392,R$8.000–12.000
2024-10-28,86176532147,R$4.000–8.000
2024-10-19,80569113070,R$8.000–12.000
2024-05-13,85906608096,R$4.000–8.000
2024-06-25,87508388330,R$4.000–8.000
2024-04-13,77064813357,R$8.000–12.000
2024-08-16,13295070315,+R$12.000
2025-06-22,44450161894,R$8.000–12.000
2024-01-03,71120363667,+R$12.000
2024-01-07,43816082781,R$8.000–12.000
2024-01-11,95280060472,R$8.000–12.000
2024-10-13,33103345258,R$8.000–12.000
2024-10-03,64193571752,R$4.000–8.000
2025-02-21,15730713570,R$8.000–12.000
2024-11-02,58842292763,R$8.000–12.000
2025-12-30,92425224020,+R$12.000
2024-11-04,38086951546,R$8.000–12.000
2025-03-01,75740936024,+R$12.000
2024-07-07,01169262467,R$8.000–12.000
2024-12-28,71642786997,R$8.000–12.000
2025-12-11,77256633304,R$4.000–8.000
2024-05-05,15357670012,R$4.000–8.000
2025-07-15,91431500897,R$8.000–12.000
2024-08-06,57644031563,R$8.000–12.000
2024-08-17,42267895930,R$2.000–4.000
2025-09-23,38738286161,R$8.000–12.000
2025-06-08,96896591724,R$8.000–12.000
2024-04-01,11002966845,R$8.000–12.000
2025-10-26,25522827194,R$8.000–12.000
2025-09-06,58574911066,R$4.000–8.000
2024-03-22,44998659060,R$4.000–8.000
2024-06-07,41862472468,R$8.000–12.000
2024-04-18,97800048455,R$4.000–8.000
2024-03-11,04735226585,R$4.000–8.000
2025-03-04,13079223973,R$2.000–4.000
2024-07-18,49692559462,R$8.000–12.000
2024-09-11,96474313655,R$4.000–8.000
2025-07-07,07239884488,+R$12.000
2024-08-30,68487052546,R$8.000–12.000
2025-05-05,42981816338,R$8.000–12.000
2025-12-22,98861948556,R$4.000–8.000
2025-09-04,60022875789,R$8.000–12.000
2025-02-01,68229906379,R$8.000–12.000
2024-09-05,50922733396,+R$12.000
2024-12-09,04043867209,R$8.000–12.000
2024-06-22,54134808637,R$4.000–8.000
2024-01-05,22621844712,+R$12.000
2024-01-18,14307956360,R$8.000–12.000
2024-04-23,09501313941,R$8.000–12.000
2025-01-25,26898466403,+R$12.000
2024-01-12,31432553144,R$4.000–8.000
2024-03-18,41663492893,+R$12.000
2024-04-28,19919947299,R$8.000–12.000
2025-06-04,70191906007,R$4.000–8.000
2025-02-10,51824059143,R$8.000–12.000
2025-05-19,77569133201,+R$12.000
2025-04-22,61995688033,+R$12.000
2024-05-16,03694143596,R$8.000–12.000
2025-03-13,93698033161,+R$12.000
2025-04-11,32105361327,R$8.000–12.000
2024-03-28,05172026072,R$8.000–12.000
2025-10-16,82019773773,+R$12.000
2024-03-20,21190811979,R$8.000–12.000
2024-10-29,97357910133,R$8.000–12.000
2024-02-26,70799139343,R$4.000–8.000
2024-07-12,12927141582,R$8.000–12.000
2025-11-12,93949909085,+R$12.000
2024-02-15,79319677815,R$4.000–8.000
2024-08-19,29271695373,R$4.000–8.000
2025-07-26,00251743916,R$2.000–4.000
2024-04-12,20171031151,R$8.000–12.000
2025-11-25,15799260973,R$8.000–12.000
2024-11-07,53169535219,R$8.000–12.000
2024-05-13,14171657893,+R$12.000
2025-09-19,53516477354,R$8.000–12.000
2025-03-19,86986792067,+R$12.000
2024-12-21,40805179180,R$8.000–12.000
2025-07-18,74410469688,R$4.000–8.000
2024-09-15,65492668916,R$8.000–12.000
2025-09-11,79750857392,+R$12.000
2025-07-09,34826866188,R$8.000–12.000
2024-04-19,39273895384,+R$12.000
2024-04-09,67799030630,R$4.000–8.000
2024-09-19,65733571069,R$8.000–12.000
2025-07-04,95660018646,+R$12.000
2024-03-24,34316499981,+R$12.000
2024-02-11,29902348954,+R$12.000
2024-10-04,34695551392,R$8.000–12.000
2025-10-18,23774949068,R$8.000–12.000
2025-10-07,04884313949,R$8.000–12.000
2025-03-27,03473935027,R$4.000–8.000
2024-10-07,61541801420,R$2.000–4.000
2025-11-07,04804945927,R$4.000–8.000
2025-08-21,69506671750,+R$12.000
2025-03-11,13612230185,R$4.000–8.000
2024-08-15,50343948252,R$4.000–8.000
2025-12-26,52626186815,+R$12.000
2025-02-23,09746038491,R$4.000–8.000
2024-12-24,71817534096,R$8.000–12.000
2024-02-24,81424717015,R$8.000–12.000
2024-12-13,13131896269,+R$12.000
2024-05-15,79052753700,R$4.000–8.000
2024-06-06,55881756521,R$4.000–8.000
2025-08-02,81085156957,R$8.000–12.000
2025-06-01,94022852566,+R$12.000
2025-07-09,93005567670,R$8.000–12.000
2024-10-18,71239122171,R$8.000–12.000
2024-02-16,23992219345,+R$12.000
2024-02-07,20166416577,+R$12.000
2025-10-07,88871974854,R$8.000–12.000
2024-01-27,85667263861,R$4.000–8.000
2025-12-09,28603235897,R$4.000–8.000
2024-07-23,59495572325,+R$12.000
2024-06-21,95902059695,R$2.000–4.000
2025-06-19,76905935325,+R$12.000
2025-03-25,41975720976,R$4.000–8.000
2025-06-12,06312991769,R$8.000–12.000
2024-11-12,75520140547,R$4.000–8.000
2024-06-04,40043710318,+R$12.000
2024-10-03,49042497430,R$4.000–8.000
2024-10-19,42110212040,+R$12.000
2025-06-01,03806902441,R$8.000–12.000
2025-03-19,14105889256,R$4.000–8.000
2025-04-26,16316091130,R$8.000–12.000
2025-11-02,16751641390,+R$12.000
2025-01-04,20612007325,R$2.000–4.000
2025-09-29,39600512710,R$8.000–12.000
2025-11-11,84542407404,R$8.000–12.000
2024-10-05,61719649680,R$8.000–12.000
2024-11-25,41813488497,R$8.000–12.000
2024-10-25,93783629453,R$4.000–8.000
2025-03-03,31334957907,R$8.000–12.000
2025-04-17,77492622703,R$8.000–12.000
2024-05-06,71974682246,R$8.000–12.000
2024-08-21,12629593768,R$8.000–12.000
2024-08-28,89505775838,R$8.000–12.000
2024-03-13,80803526765,+R$12.000
2025-04-18,61451851971,R$8.000–12.000
2024-10-12,92114631293,R$4.000–8.000
2025-11-30,83533246639,R$8.000–12.000
2025-11-03,71891584646,R$4.000–8.000
2024-06-15,71680980704,R$2.000–4.000
2025-02-01,45789300884,R$2.000–4.000
2025-02-08,55373658615,R$4.000–8.000
2025-03-25,19508501657,R$2.000–4.000
2025-09-02,40815640383,R$8.000–12.000
2024-02-28,06388469547,R$8.000–12.000
2024-05-08,46228580756,+R$12.000
2024-04-05,48159665463,+R$12.000
2024-05-25,02795835500,R$8.000–12.000
2024-04-28,28375166090,R$8.000–12.000
2025-11-09,65806305866,+R$12.000
2024-01-25,01901933682,R$8.000–12.000
2024-01-17,67109956755,R$4.000–8.000
2024-01-24,70769783301,R$8.000–12.000
2024-08-16,85334412577,R$8.000–12.000
2024-12-19,25250054210,R$8.000–12.000
2025-09-04,95189195042,R$8.000–12.000
2025-06-18,36514863514,R$4.000–8.000
2025-03-08,89922879152,+R$12.000
2024-04-26,58435327074,R$8.000–12.000
2025-10-01,08956287053,+R$12.000
2025-08-31,00089754824,R$8.000–12.000
2024-12-02,46519893475,R$4.000–8.000
2024-03-20,40062896201,R$8.000–12.000
2025-05-06,84831318437,R$2.000–4.000
2024-11-22,04558587919,R$8.000–12.000
2025-08-02,79425986541,R$4.000–8.000
2025-09-18,72989249096,+R$12.000
2024-01-24,31634860193,R$8.000–12.000
2024-03-06,63008566556,R$8.000–12.000
2024-09-30,74271854940,R$8.000–12.000
2024-01-29,15658161200,R$2.000–4.000
2025-05-14,76570627800,R$4.000–8.000
2025-07-21,86027574544,R$4.000–8.000
2025-01-12,36351632541,R$4.000–8.000
2025-11-09,49068921541,R$8.000–12.000
2025-09-17,23645093584,R$8.000–12.000
2025-02-26,37007341801,R$8.000–12.000
2025-11-10,22345633003,R$8.000–12.000
2025-03-23,95168425085,R$8.000–12.000
2024-07-08,91543766625,R$8.000–12.000
2024-03-06,81407848314,+R$12.000
2025-05-24,16892978413,R$8.000–12.000
2025-07-21,03351814283,R$8.000–12.000
2024-08-24,39773299865,R$4.000–8.000
2024-03-20,58923330879,R$4.000–8.000
2024-07-18,05088589376,+R$12.000
2024-12-27,45279087423,R$8.000–12.000
2025-09-15,92118425764,R$8.000–12.000
2024-09-02,47035508949,R$2.000–4.000
2024-06-16,78025903212,R$8.000–12.000
2024-10-21,22033858964,+R$12.000
2025-02-24,21780614307,R$4.000–8.000
2025-04-29,89023454939,R$8.000–12.000
2025-05-25,77449805362,R$8.000–12.000
2025-01-03,29414033456,R$4.000–8.000
2024-09-12,62902886280,+R$12.000
2025-04-04,57537511935,+R$12.000
2024-11-26,30727338700,R$8.000–12.000
2025-05-04,27888427302,R$8.000–12.000
2024-11-21,25222664979,R$4.000–8.000
2025-08-29,97655219071,R$4.000–8.000
2025-10-29,31447844189,R$8.000–12.000
2024-05-26,26108280287,R$8.000–12.000
2025-09-08,06061079489,R$8.000–12.000
2025-05-23,46560217833,R$4.000–8.000
2024-03-25,61885792748,R$8.000–12.000
2024-06-27,20179581092,+R$12.000
2024-07-20,47365389226,+R$12.000
2024-05-04,78077021980,R$8.000–12.000
2024-09-05,94278959957,R$8.000–12.000
2024-09-20,95280112732,R$4.000–8.000
2024-08-22,38442477932,R$8.000–12.000
2025-02-02,05416230379,R$8.000–12.000
2024-06-21,76503880426,R$8.000–12.000
2024-07-21,31004505599,R$4.000–8.000
2024-03-28,40626186771,R$8.000–12.000
2024-05-10,80522948469,+R$12.000
2025-03-21,18029461775,R$4.000–8.000
2024-11-14,32699748340,R$8.000–12.000
2025-10-05,64637254140,R$8.000–12.000
2025-08-11,56164456707,R$8.000–12.000
2025-07-27,16092808883,R$8.000–12.000
2024-10-02,83410844807,R$8.000–12.000
2025-05-15,76583762258,R$8.000–12.000
2024-08-04,25819366943,R$4.000–8.000
2024-01-27,88857758907,R$4.000–8.000
2024-02-26,47703871762,R$4.000–8.000
2025-07-23,19674827238,R$8.000–12.000
2025-02-22,83903346623,R$2.000–4.000
2025-04-07,50610371935,R$8.000–12.000
2025-04-10,92061350572,R$4.000–8.000
2025-03-07,46851212668,+R$12.000
2024-04-15,76151517690,+R$12.000
2024-11-23,49171124379,R$8.000–12.000
2025-12-25,61276813734,R$8.000–12.000
2024-06-10,43371066685,R$8.000–12.000
2025-05-10,22262771228,+R$12.000
2024-12-06,37028055267,+R$12.000
2024-11-21,84446850138,R$2.000–4.000
2024-03-09,58436291757,R$8.000–12.000
2025-08-20,15570214166,R$8.000–12.000
2025-01-10,31937568698,+R$12.000
2025-04-02,45737073643,+R$12.000
2024-04-11,91693495255,R$4.000–8.000
2024-06-16,11421423773,+R$12.000
2024-05-17,14854152741,R$4.000–8.000
2025-03-03,10235204564,R$2.000–4.000
2025-01-31,70615666050,R$2.000–4.000
2024-04-25,09953218931,+R$12.000
2024-07-08,54425128545,R$8.000–12.000
2025-03-28,62647102242,R$8.000–12.000
2024-06-04,03305932250,R$8.000–12.000
2025-04-24,79303178444,R$4.000–8.000
2025-03-22,47934572865,R$8.000–12.000
2025-01-27,90569600529,+R$12.000
2025-07-04,83866298703,R$8.000–12.000
2025-01-24,25299909523,+R$12.000
2025-12-03,15197961318,R$8.000–12.000
2025-05-20,28036969003,+R$12.000
2024-07-01,36894194217,+R$12.000
2024-02-26,79517064952,R$8.000–12.000
2024-12-14,37340015448,R$4.000–8.000
2024-02-24,26602959669,R$8.000–12.000
2025-10-17,06898130923,R$8.000–12.000
2025-05-30,58544825129,R$8.000–12.000
2025-08-19,33464664523,R$8.000–12.000
2025-11-02,76647778573,R$8.000–12.000
2024-11-27,53516449079,R$8.000–12.000
2025-05-18,84224521961,R$4.000–8.000
2025-09-23,28164308934,R$8.000–12.000
2025-09-10,51820808617,R$4.000–8.000
2025-12-12,07119386011,+R$12.000
2024-11-10,72575023361,R$4.000–8.000
2024-07-31,75770181596,+R$12.000
2024-05-26,43186776178,R$8.000–12.000
2024-11-20,58452690711,-R$2.000
2024-07-25,16270448196,+R$12.000
2025-04-29,64801701262,R$4.000–8.000
2025-03-09,06701321581,R$4.000–8.000
2025-08-07,57151822128,R$8.000–12.000
2025-02-24,40728954290,R$8.000–12.000
2025-08-20,36628679425,R$8.000–12.000
2025-11-01,24705321527,+R$12.000
2024-02-03,23639127175,+R$12.000
2025-01-11,58417691426,R$8.000–12.000
2025-04-20,16466875842,R$8.000–12.000
2024-07-29,46497069914,R$8.000–12.000
2025-04-13,05083311015,R$8.000–12.000
2025-04-27,58307483876,+R$12.000
2024-05-22,08167245019,+R$12.000
2025-10-14,94740955059,R$4.000–8.000
2024-04-11,67844117547,R$2.000–4.000
2024-06-02,56701629988,+R$12.000
2024-12-05,34391326993,R$8.000–12.000
2025-09-04,55180344503,R$8.000–12.000
2025-11-11,93404184246,R$4.000–8.000
2024-12-06,22506073662,R$8.000–12.000
2024-05-29,43549371562,R$8.000–12.000
2025-12-16,52863072889,R$8.000–12.000
2024-04-05,42704658139,R$2.000–4.000
2025-02-07,31386503346,R$4.000–8.000
2025-12-12,70918165057,R$8.000–12.000
2024-02-16,79595924282,+R$12.000
2025-09-24,43657676791,R$8.000–12.000
2024-02-15,29572805288,+R$12.000
2024-05-10,56964026625,R$8.000–12.000
2025-06-28,40796807906,R$4.000–8.000
2025-04-30,84159969658,+R$12.000
2025-02-23,88445200026,R$8.000–12.000
2025-03-28,45200290533,R$4.000–8.000
2025-11-04,53895650256,R$8.000–12.000
2025-11-01,95888475830,+R$12.000
2025-05-18,34547424118,R$8.000–12.000
2025-10-08,65998797178,R$2.000–4.000
2025-09-17,33628011546,+R$12.000
2024-12-09,71395778719,R$8.000–12.000
2025-11-06,14211407813,R$8.000–12.000
2024-07-09,93667327145,+R$12.000
2024-02-23,27573859120,R$2.000–4.000
2024-12-23,21295232506,R$4.000–8.000
2025-09-28,59356937681,R$8.000–12.000
2024-10-19,77362820071,R$8.000–12.000
2025-01-30,41396917045,+R$12.000
2024-01-06,87372031447,+R$12.000
2024-04-29,37804505321,R$8.000–12.000
2024-09-23,72667612683,+R$12.000
2025-12-31,92331889363,+R$12.000
2024-05-10,64881347511,+R$12.000
2025-02-22,57519702652,R$4.000–8.000
2024-08-01,78446845052,R$8.000–12.000
2025-07-25,34167889162,R$8.000–12.000
2024-01-01,21595646092,R$4.000–8.000
2025-03-11,72502931951,+R$12.000
2025-05-16,99568242429,R$8.000–12.000
2025-09-27,06853890972,R$8.000–12.000
2024-09-06,05416954012,R$4.000–8.000
2024-09-28,60326530223,+R$12.000
2024-03-13,31764931765,R$8.000–12.000
2024-05-12,33053692200,R$4.000–8.000
2024-05-05,59416612156,R$8.000–12.000
2024-08-09,32219816816,+R$12.000
2025-03-07,86497707193,R$8.000–12.000
2024-04-02,96570756651,R$4.000–8.000
2025-06-12,41373602297,+R$12.000
2024-06-20,65840926673,R$8.000–12.000
2025-12-09,20744035105,+R$12.000
2024-07-05,06673583437,+R$12.000
2024-10-25,06926771471,+R$12.000
2025-04-21,93214558260,R$8.000–12.000
2025-04-23,62365330276,+R$12.000
2024-06-23,40431322442,+R$12.000
2024-03-08,03924818473,R$4.000–8.000
2024-10-31,79810073794,+R$12.000
2025-07-20,73839811501,R$8.000–12.000
2025-12-14,41924873653,R$4.000–8.000
2024-08-18,55811467578,R$8.000–12.000
2024-08-12,92818472668,R$8.000–12.000
2024-10-25,43836354968,R$8.000–12.000
2025-02-13,99481417808,R$4.000–8.000
2024-09-06,43119077926,+R$12.000
2025-01-13,87357416368,R$8.000–12.000
2025-01-14,60011544041,+R$12.000
2024-10-14,18162969044,R$8.000–12.000
2024-03-30,26259443442,R$8.000–12.000
2025-08-15,01894930364,R$8.000–12.000
2025-06-04,07225307515,R$2.000–4.000
2024-01-28,86357446240,R$8.000–12.000
2024-08-04,57099989499,+R$12.000
2025-01-07,25545236228,R$8.000–12.000
2025-05-04,81067094432,R$4.000–8.000
2024-09-25,21741924309,+R$12.000
2024-09-07,19244517207,R$4.000–8.000
2024-10-11,75869907590,R$4.000–8.000
2024-08-05,48987599903,R$4.000–8.000
2024-09-13,10445549862,R$4.000–8.000
2024-06-05,10551169388,R$8.000–12.000
2024-11-25,10389623226,+R$12.000
2025-11-16,98806191062,R$8.000–12.000
2025-09-21,69056036740,R$8.000–12.000
2024-03-10,64829028116,R$8.000–12.000
2025-12-30,88702212446,R$8.000–12.000
2024-07-20,65488992645,R$8.000–12.000
2024-12-18,79971913564,R$4.000–8.000
2024-09-05,74640770852,R$8.000–12.000
2024-05-16,01648141075,+R$12.000
2024-07-29,89946470534,R$4.000–8.000
2024-06-30,55038854246,+R$12.000
2025-04-25,59688237641,R$8.000–12.000
2024-07-22,33947254771,R$8.000–12.000
2024-01-20,43359780432,R$8.000–12.000
2024-10-24,97376850366,+R$12.000
2024-08-04,85653447999,R$4.000–8.000
2024-10-11,65441397202,R$4.000–8.000
2024-02-18,39338792961,+R$12.000
2025-05-08,16090657400,R$8.000–12.000
2024-10-10,76254073250,R$4.000–8.000
2024-10-03,86118476741,R$4.000–8.000
2024-10-24,45243452436,R$8.000–12.000
2025-07-25,91239351226,R$4.000–8.000
2024-01-10,72195818671,+R$12.000
2024-10-20,71899097281,+R$12.000
