data_compra,cpf,destino,cep
2024-11-15,20384552709,Canadá,50839975
2025-11-20,71468502450,Reino Unido,80138935
2024-01-02,36430076328,EUA,40828016
2024-08-11,99882450613,Canadá,05817234
2025-01-22,14372348150,EUA,05187033
2025-07-21,66537586879,Austrália,01810941
2025-09-18,87639040244,EUA,20013709
2025-02-27,06504395865,EUA,01992127
2025-05-29,35348515139,Canadá,80542037
2025-08-25,79710738588,Canadá,01861017
2024-07-09,58538777745,Canadá,40464643
2024-02-28,36440257785,EUA,01239600
2025-06-30,72477979761,Canadá,70315288
2024-12-15,72323815766,Canadá,01859730
2024-05-02,63644377004,Canadá,60303818
2025-04-21,64510926587,Irlanda,01301932
2024-08-04,24872937363,Reino Unido,30185866
2024-10-25,40394483485,Irlanda,30154041
2024-11-15,87908602080,Canadá,01988413
2024-08-06,09704700536,Canadá,01556669
2024-02-21,49669883687,Reino Unido,04486348
2024-08-02,42224025939,Canadá,05007513
2025-03-25,45532738098,Canadá,80781517
2025-12-10,14478338977,Irlanda,22049198
2024-06-04,58910364021,EUA,01318934
2024-02-27,38711056869,Reino Unido,20699793
2025-08-08,83538682182,EUA,22889079
2024-02-03,98167580324,Reino Unido,30278806
2024-02-03,30709152697,Canadá,22638702
2025-01-01,67044564549,EUA,20856522
2024-08-27,58448734905,Irlanda,01585101
2025-12-28,83644958198,Reino Unido,01141466
2024-05-12,52761805377,EUA,22987658
2025-11-20,80381527801,Austrália,04484281
2024-05-29,33140861488,Reino Unido,04408830
2025-03-15,65248416313,EUA,04535290
2024-08-23,56394736090,Canadá,22483248
2024-01-28,78660344558,Austrália,04746468
2025-09-13,47324037605,Reino Unido,05201784
2024-08-12,50481537421,EUA,80763424
2024-02-22,92952604082,EUA,01239764
2025-03-06,35483185358,EUA,90969595
2025-08-10,57286955386,Canadá,40042647
2025-02-07,91921378106,Irlanda,22752438
2025-05-07,20093829578,Canadá,30298886
2025-06-07,92217272697,Irlanda,50710645
2025-03-31,89929982730,Canadá,04530743
2025-04-15,79376038328,Austrália,01586623
2024-08-25,99042844538,Canadá,80172485
2025-05-30,18131581158,Irlanda,05570504
2025-11-17,07535654749,Irlanda,04199655
2024-05-04,19638520873,Irlanda,05919183
2024-07-14,53459420960,Reino Unido,80281221
2024-01-05,72459379301,Irlanda,30757077
2024-08-09,62889327896,Canadá,01144666
2024-05-02,44634863470,Canadá,01347830
2025-07-11,16974981230,Canadá,04591293
2025-10-23,69868259927,Austrália,01673067
2025-10-22,40850170594,Reino Unido,04863148
2025-12-25,90185998269,Canadá,70726679
2025-11-05,49823778793,Canadá,01672753
2024-02-11,12585999150,Canadá,01656372
2025-08-26,14784358901,Canadá,30129178
2025-11-30,70278688021,Irlanda,30536528
2025-05-07,17402448719,EUA,04605614
2024-09-27,26814742851,Canadá,01462210
2025-04-28,84659640236,Canadá,80920197
2025-08-17,81087640500,Reino Unido,20509540
2025-01-05,86824693080,Canadá,01390018
2024-03-17,43919280327,Canadá,30243851
2024-07-18,99053837971,Austrália,20369752
2024-07-02,62715053739,EUA,04219222
2025-06-09,71133465924,EUA,80359078
2025-04-17,11827210403,EUA,50815868
2024-05-08,57922652769,Reino Unido,05248425
2024-04-16,04992421285,Canadá,01420605
2024-08-04,34916840020,Austrália,30395513
2025-08-26,11977704008,Canadá,01252725
2024-04-30,19186457102,EUA,80939464
2025-05-09,88410249887,Canadá,20712737
2024-03-17,21249446060,Canadá,01888603
2024-07-05,96752658850,Reino Unido,04694814
2024-02-02,89330838178,Irlanda,05455435
2025-12-13,65813644711,EUA,01576387
2024-02-24,16916301492,Reino Unido,70708269
2024-10-04,96218688762,EUA,05540919
2025-03-26,58898596596,Austrália,70769503
2025-12-12,20559976240,Canadá,04039612
2025-11-04,26079420521,Austrália,05137705
2025-01-14,50787916125,Canadá,01130221
2024-02-11,30664803909,Austrália,04104641
2025-09-06,97456199093,Canadá,20155315
2025-05-12,71550144149,Austrália,01787571
2025-04-12,76118764248,Austrália,20171584
2025-11-18,54887734814,EUA,04213242
2024-12-15,30783786433,EUA,80519206
2025-12-02,19792489584,EUA,30647792
2024-03-09,31381817821,Canadá,05029997
2024-11-15,94482279058,Irlanda,30496589
2025-07-07,32714827077,Canadá,01979119
2025-08-31,76798409528,Canadá,90421200
2024-12-17,19244470476,Canadá,01404797
2025-08-27,63366747640,EUA,04118484
2024-08-28,78481235862,Canadá,01596847
2025-11-05,19696142296,Canadá,01401507
2024-08-29,78351259692,Canadá,04665904
2024-01-27,45576957167,Canadá,04981675
2025-01-07,85086313975,EUA,04800288
2024-08-31,71372216874,Canadá,22052162
2025-08-21,92157959386,EUA,30368221
2024-05-17,45004108471,Irlanda,70244097
2024-12-25,36133743021,EUA,30114458
2024-09-24,59473021285,EUA,01964061
2024-09-10,98536453157,EUA,05935170
2025-10-16,45289614544,Canadá,01159050
2024-09-22,29898685650,Canadá,80294686
2025-05-24,38935947445,Canadá,04562724
2025-05-20,57230704687,Canadá,22411197
2025-02-24,11516166794,Canadá,22472712
2025-08-15,61697376556,Austrália,22476715
2024-08-26,15663053502,EUA,04820853
2024-06-18,79264482360,Irlanda,01137845
2025-02-12,73041312308,Canadá,04777029
2024-09-10,57774042276,Austrália,05077933
2024-02-13,41100731742,Reino Unido,20500883
2024-01-05,83777023814,Canadá,20096942
2024-10-18,55992821202,Canadá,22446170
2024-11-08,55756857335,Austrália,40686647
2025-08-16,96486735620,Canadá,40800366
2024-11-12,32668438639,Irlanda,70584712
2024-09-26,35608298834,Irlanda,22613372
2025-06-11,73638191693,EUA,80097292
2025-10-30,12926785993,Irlanda,04774141
2024-05-19,92801598948,Reino Unido,70343937
2025-01-28,34499135838,Reino Unido,70456692
2024-12-20,39585134959,Austrália,70233726
2025-04-14,78875375394,Irlanda,90524464
2024-07-11,72086925463,Irlanda,04980219
2025-12-12,75129203765,Austrália,80533954
2025-05-06,71426616599,Canadá,22367308
2025-09-06,66823110191,Austrália,90952911
2024-12-11,47624009401,Irlanda,90074802
2025-07-11,81516474935,Canadá,22594570
2025-01-22,67959693240,Austrália,01018587
2024-03-14,30622880635,Reino Unido,30547819
2024-02-17,52070588311,Irlanda,50308125
2024-12-19,56584801119,Canadá,80472569
2024-06-27,93993349445,Austrália,90451050
2025-03-11,13898467402,Canadá,20787136
2025-11-26,73668536342,EUA,01429211
2024-03-17,24398304724,Canadá,40253307
2024-06-24,68794101104,Irlanda,80762431
2024-05-03,07189716872,Canadá,04727752
2025-12-19,78782517260,Canadá,40611244
2025-09-26,77560363786,Canadá,50565691
2024-06-12,78612496241,EUA,04939063
2025-08-22,50241437507,Canadá,01202045
2025-06-08,71440849761,Canadá,04683989
2025-03-24,98135868443,Canadá,01610573
2024-07-12,90259600290,Irlanda,90391320
2025-03-24,54009892792,Irlanda,80304868
2025-12-07,93702306868,EUA,04619208
2024-08-30,10021468406,EUA,01693633
2025-11-06,43056259285,Reino Unido,30706070
2024-09-24,52933630910,Austrália,01264160
2024-11-24,47660227720,Irlanda,22179322
2024-09-26,26963566980,Canadá,05160526
2024-06-13,78504571288,Austrália,01059256
2025-05-16,18808981083,Canadá,05931105
2024-02-10,54510643900,Irlanda,01304760
2024-04-27,95631292751,Austrália,04019913
2024-10-22,82443312009,EUA,01210036
2025-06-07,07598520448,EUA,04641143
2024-01-16,93510971623,Canadá,22267283
2024-04-26,95280060472,Austrália,20685364
2025-08-06,40389097036,EUA,04808880
2024-04-13,06926852927,Irlanda,80081193
2025-04-06,23177996300,Reino Unido,40402705
2025-01-21,00864989119,EUA,70554417
2025-08-11,30891317940,Irlanda,01016988
2025-03-06,50744998036,Austrália,60523993
2025-10-27,79763323875,Irlanda,05434345
2024-10-30,92967638556,Austrália,50601391
2025-06-16,94737338954,Irlanda,70406806
2025-03-22,24067395080,Canadá,22515213
2024-03-22,60153161264,Austrália,90475137
2025-10-20,98956820451,EUA,22222701
2025-01-07,55518602275,Canadá,01568771
2025-02-12,88946780401,Canadá,80913161
2025-02-01,71534160741,EUA,01834953
2024-04-01,04535879779,Canadá,04520800
2025-09-22,65719638265,EUA,04129166
2025-10-22,12314588728,Austrália,22805401
2025-01-26,97528067673,Irlanda,05903063
2025-09-14,27590181468,EUA,04849811
2025-06-26,57737765990,Irlanda,04724130
2025-11-11,15197961318,EUA,05832559
2024-01-14,24169822226,Irlanda,01364489
2024-07-31,09673236594,Canadá,01764440
2024-07-19,38934290883,EUA,30536438
2025-04-04,20955877147,Canadá,01488884
2025-04-27,89023454939,Canadá,90732448
2024-01-21,76406672579,Austrália,04121454
2024-03-12,55894429277,Canadá,05398276
2024-02-04,84309319402,EUA,01078602
2024-02-02,74221004940,Austrália,01708254
2025-12-03,79041352433,Austrália,30522966
2024-01-27,39968770692,Canadá,05338944
2024-08-18,17355255980,Canadá,01147708
2025-08-16,17192084062,Canadá,01135935
2024-07-13,17795545382,Canadá,05275776
2025-08-21,48469513425,EUA,01596833
2025-08-13,21164341007,Irlanda,50317010
2024-10-11,72341218196,Irlanda,01330973
2025-01-14,73151049114,EUA,40208154
2024-11-25,30631743668,Canadá,01124753
2024-02-26,35418592118,Reino Unido,05941436
2024-03-20,24789337922,EUA,01402548
2024-07-01,81247270713,Austrália,20782046
2024-02-09,90571220591,Canadá,01239882
2025-01-12,00737213565,Austrália,22895836
2025-07-07,54121413083,Canadá,30939311
2024-05-13,56471571964,EUA,05005994
2024-08-20,10350177190,EUA,70375273
2024-03-09,10459900786,Irlanda,22835827
2024-07-15,26467238076,EUA,01908828
2025-06-14,20864760496,Canadá,20796608
2025-05-20,93816319425,EUA,50773275
2024-12-09,46094692119,Irlanda,30765811
2025-10-14,91926921753,Reino Unido,30996179
2024-03-01,81501791917,Irlanda,30900557
2024-11-04,77823017770,Irlanda,22118546
2024-03-13,27108883633,Austrália,05757898
2025-12-14,24581793691,EUA,30345996
2025-07-21,24007704534,EUA,22930689
2025-12-01,00321787280,Irlanda,22576610
2025-05-03,80142270485,Reino Unido,50448371
2024-03-14,10072929679,EUA,04216108
2025-06-07,42042085549,Canadá,01616559
2025-07-28,55858092575,EUA,30317910
2025-12-12,77500511182,Canadá,01601333
2024-07-16,61027734904,Irlanda,01303750
2024-06-09,44692481276,Irlanda,05453339
2024-01-29,26771610042,EUA,70959647
2025-03-16,88509865607,EUA,04387819
2024-11-11,52975669920,Irlanda,60467737
2024-01-24,71269033148,EUA,22400389
2024-04-28,15583720694,EUA,01821595
2024-11-25,79970914031,Canadá,01801524
2024-10-24,77282600432,EUA,01985149
2024-02-21,04653781788,Irlanda,30134903
2025-05-15,91304429001,Irlanda,01331617
2025-03-02,08096196251,Irlanda,30201997
2024-04-09,91424153119,Canadá,80357804
2024-05-03,12797345333,EUA,22255716
2025-03-12,79815508231,Austrália,05835057
2025-11-11,99284655425,Canadá,90508286
2025-09-02,68362026322,EUA,20100922
2024-12-01,14534494274,Irlanda,80076575
2024-02-06,72248955381,Canadá,22245238
2025-02-06,27850034674,Austrália,90080548
2024-08-14,23447306992,Canadá,20659316
2024-10-14,64039987875,EUA,70165895
2025-03-23,84225085355,Irlanda,04410646
2025-01-07,24420216425,Irlanda,80766867
2024-08-07,12150614661,Canadá,01326404
2025-11-27,38951989779,EUA,01572180
2025-07-06,25716883362,EUA,70572972
2024-01-23,83964739899,Austrália,05112146
2025-02-02,20523351969,Irlanda,80193383
2024-03-07,14649275988,Canadá,22626926
2024-08-12,22007069517,Irlanda,05878979
2025-02-24,15668663846,Canadá,80023714
2024-06-20,70975707795,Reino Unido,20082514
2025-09-18,66803062660,Reino Unido,05829525
2024-06-05,18432837930,Irlanda,80608929
2025-08-09,27156716950,Irlanda,22312426
2024-02-03,34614548419,Austrália,04909438
2024-11-03,29173011129,EUA,05081804
2025-01-26,09573632452,Canadá,04352997
2025-11-13,71621864323,Reino Unido,22895386
2025-06-22,65434638965,Austrália,60774318
2024-12-25,49190996410,EUA,04702627
2024-01-05,90616070359,EUA,01190805
2025-07-16,17411229666,Austrália,22611020
2025-02-02,88181494202,Irlanda,01999178
2025-07-06,97731295242,Canadá,20081034
2024-11-23,72437060468,EUA,04527831
2024-12-30,57337450975,Reino Unido,01367955
2025-07-03,69458630294,EUA,70657303
2025-02-14,49272459416,Irlanda,20305309
2025-02-21,25006261646,Austrália,40739760
2024-09-20,43456851716,Austrália,80284326
2024-06-09,18869004246,Irlanda,05034046
2024-07-07,81393239136,EUA,80434925
2025-11-19,93127320848,EUA,50103298
2025-02-13,85537028516,Reino Unido,01739836
2024-12-26,50696882146,Canadá,05581902
2025-03-25,46402478239,Canadá,22932189
2025-11-03,22133122218,EUA,01026377
2025-02-14,32683221112,Canadá,22052350
2024-12-14,50360668547,EUA,01424660
2024-12-17,35802138768,Reino Unido,01682321
2024-02-07,74844692495,Canadá,20450598
2025-08-29,24933773680,Canadá,22742450
2025-09-08,87193950961,Irlanda,70714768
2025-11-16,35075339450,Canadá,90520515
2025-05-18,18423729089,EUA,04407322
2024-01-17,32105460392,Irlanda,30937647
2024-08-18,56969531133,Irlanda,01533838
2025-04-27,03259022348,Reino Unido,04598304
2025-08-17,26409173737,EUA,22056349
2025-11-19,57924903775,Austrália,20449283
2025-04-03,28577174431,Irlanda,80015323
2024-03-17,72927008181,Irlanda,01666536
2025-08-30,88133484174,Canadá,04675765
2024-03-26,28484758866,Austrália,22022524
2024-05-22,59564342706,EUA,01890165
2025-04-10,26693327977,Canadá,80401164
2025-11-30,02067064726,EUA,90557975
2025-10-14,00380238281,Canadá,05411866
2025-12-11,90427621289,Austrália,70098425
2024-04-09,55401845144,Canadá,04619027
2024-03-31,96920055684,Irlanda,22624607
2025-11-15,17056316757,EUA,90839434
2025-06-19,76139647884,EUA,04378066
2024-07-23,57287326742,Reino Unido,70302682
2024-03-02,07208714099,Canadá,01479490
2025-03-02,52852718363,EUA,70087012
2025-07-12,60194819894,Canadá,01854224
2024-10-16,92950863043,Canadá,80983225
2025-07-29,61672957375,Canadá,80205558
2024-08-09,47330438597,Austrália,22711096
2024-08-15,31907896050,Austrália,05199851
2025-07-08,59575358013,Austrália,04603298
2024-07-02,19157412356,Canadá,04362365
2025-02-12,02116588799,EUA,20036445
2024-04-30,89605911441,EUA,90416294
2025-11-13,84276266933,Irlanda,80078437
2024-07-17,84629233994,Canadá,05026702
2024-07-24,59262091139,EUA,04045900
2025-03-27,43428004270,Canadá,90178800
2025-07-15,42050289577,Canadá,30365473
2025-12-08,54965639112,Reino Unido,70375536
2025-05-03,72502931951,EUA,01189261
2024-11-23,99988813821,EUA,50526188
2025-02-11,39783698905,Canadá,80925732
2025-07-01,97273837273,Canadá,01573932
2024-01-01,36289662604,Austrália,30920771
2025-10-07,22810468243,EUA,60177500
2024-12-19,13281122608,Austrália,01776599
2025-07-15,23596457793,EUA,01632091
2024-11-01,76919996094,Irlanda,04517623
2025-04-29,19643335766,Irlanda,70160094
2025-01-31,23989720008,Irlanda,70954063
2025-02-11,02975581870,EUA,40088320
2024-09-19,27028781748,Irlanda,04962674
2024-03-24,43077892571,Irlanda,40017752
2024-10-07,23114111047,Canadá,04138125
2024-01-04,98871817262,Canadá,01291387
2024-05-12,84497896609,Irlanda,01670495
2024-05-22,20168695153,Reino Unido,20230487
2024-11-14,41076610729,Irlanda,01226489
2025-12-07,99782802690,Irlanda,20135012
2025-09-03,81021642852,Canadá,30808157
2025-11-11,88307974154,EUA,80656141
2024-10-29,55385781399,Canadá,01453722
2025-07-16,05998105421,Canadá,80159551
2024-02-08,11967979515,Canadá,04430109
2025-04-04,72998568824,Canadá,01341572
2025-02-28,37649656568,Irlanda,70212334
2025-11-11,89595322369,EUA,22790233
2025-02-23,77380205540,Irlanda,20437923
2025-04-28,77089021230,Irlanda,30587234
2025-09-03,96877605668,Austrália,01878722
2024-11-21,39911120991,Austrália,01195309
2024-08-25,22944778486,Canadá,04696345
2025-08-14,91239968358,Irlanda,05862885
2025-01-20,86165402158,Canadá,05417739
2025-10-20,94950941649,Reino Unido,05318242
2025-09-30,01854021689,Canadá,04128727
2024-12-01,83083558521,Canadá,01984131
2025-11-28,11378366067,Canadá,01735275
2024-09-27,79243865838,Austrália,01091918
2025-04-17,66977605804,Irlanda,01453410
2024-03-18,51691176005,Austrália,20932874
2025-07-18,67057762856,Canadá,01633065
2024-11-09,85806226626,Canadá,22430918
2025-05-04,25682189898,EUA,80575835
2025-08-20,71822656230,EUA,04071618
2025-10-29,45937408647,Canadá,22955920
2024-07-25,43203793294,Canadá,01403149
2025-09-19,60882485112,Austrália,20384925
2025-04-09,58186355181,Irlanda,70644773
2025-09-15,73771688443,Irlanda,01422820
2025-04-13,75255791041,Austrália,20550244
2024-04-29,32087370113,Reino Unido,60976128
2024-01-05,47301966381,Canadá,22213047
2024-07-22,35172088216,Irlanda,30777359
2025-03-19,68173173266,Canadá,01348342
2025-04-17,62091974671,Irlanda,30927047
2025-04-08,87305006847,Irlanda,04758395
2025-06-22,48960363270,Reino Unido,01196941
2024-08-29,89910998793,Canadá,22385867
2025-07-26,42880737755,Irlanda,70965382
2024-09-13,49297098564,EUA,05255908
2025-12-05,76912735662,Canadá,20251177
2025-09-13,83725737143,Austrália,01797192
2025-07-14,66644958443,EUA,90873657
2025-06-11,91742006773,Austrália,05049524
2024-02-03,77400347699,Canadá,05456622
2025-05-24,56643494401,Austrália,30328819
2024-05-09,50688256418,Austrália,30944036
2025-04-01,84795516140,Reino Unido,80269719
2024-01-28,71480963555,Reino Unido,80614489
2025-02-26,62141901101,Austrália,01585100
2024-08-04,66892541631,Canadá,70415717
2024-07-04,45962260191,Canadá,20867276
2025-04-16,59127623575,EUA,80513976
2025-04-12,32562149457,Canadá,80469228
2024-04-25,00147925465,Austrália,22732772
2024-12-30,49817393404,Canadá,01568765
2024-08-06,56445727349,EUA,01919720
2025-01-20,11511803138,Canadá,30321528
2024-01-16,98988300685,Canadá,01437263
2025-12-14,93929928613,Irlanda,20156795
2025-04-06,62849072146,Austrália,70204593
2025-06-29,93179843475,EUA,04697800
2024-10-17,77765762540,EUA,40859911
2025-01-06,46332470620,Austrália,01392738
2024-05-22,17246972570,Irlanda,80147316
2024-06-01,06368822499,Irlanda,04793640
2024-02-15,07203692142,Reino Unido,04796890
2024-02-25,73116756450,Canadá,22214814
2025-04-04,24119825073,Irlanda,80837798
2025-06-14,18870432053,EUA,40275370
2024-07-21,61657835259,Canadá,22400195
2024-09-22,01393447363,Canadá,22142738
2024-02-29,32891613425,Canadá,01662392
2025-03-16,86161306977,Reino Unido,80848472
2024-02-16,37761042024,Canadá,70332254
2024-03-07,64529313198,Reino Unido,01226555
2024-12-03,67063382001,Irlanda,01888165
2024-01-18,83610456867,Canadá,01882810
2025-08-28,33483085992,Canadá,20334750
2025-12-24,82335439435,Canadá,01009719
2024-06-29,72307199585,Canadá,01949566
2025-11-17,80523372062,Irlanda,04674979
2025-03-20,38887098652,EUA,22703112
2024-02-18,15178213336,EUA,70755810
2025-11-26,03569238435,Reino Unido,05369104
2024-12-16,13710776687,EUA,90432693
2025-09-21,16321352840,EUA,05774516
2025-03-30,83087848574,Canadá,05194945
2024-04-21,98074535929,Canadá,01338659
2024-03-08,77681990730,Canadá,05607942
2025-09-04,38860864994,Irlanda,22747293
2025-10-04,64005774121,Canadá,20739558
2024-01-20,46968929075,Austrália,04291692
2025-04-21,93133655405,EUA,30344012
2024-08-04,68219585445,Reino Unido,05185109
2024-12-27,48384385330,EUA,40385205
2025-12-09,21873989562,Irlanda,01576924
2025-12-13,21522812574,Irlanda,05318989
2025-10-20,44646581827,Reino Unido,04165836
2025-09-22,45257456276,Canadá,01367601
2025-01-03,43185422363,Canadá,30251234
2024-07-03,35466672659,Irlanda,50750485
2024-03-28,15990602123,Canadá,70859144
2025-01-13,68620500519,EUA,70893425
2025-11-19,38376018988,Austrália,01240233
2024-07-17,25370232380,Austrália,05255041
2024-06-01,78495326221,Reino Unido,04940067
2025-07-28,59711461494,Austrália,05483046
2025-11-18,51732809292,Canadá,01215000
2024-05-25,58688209675,EUA,70530247
2024-01-26,53878077810,EUA,05603246
2025-10-25,86111369088,Canadá,01718637
2025-11-07,20550754518,Austrália,30360694
2024-12-31,75168573150,EUA,05698115
2025-06-22,43092485808,Canadá,70794543
2025-09-18,03422437703,Canadá,01495265
2025-07-14,61574642096,Irlanda,05163761
2025-02-07,17438640672,EUA,05290371
2025-07-25,71205394165,Reino Unido,01126171
2024-04-07,77699666849,Canadá,90164529
2024-10-12,84080796367,EUA,80577088
2024-02-22,12698698572,Irlanda,22433157
2024-05-18,31947063213,Austrália,20438058
2024-12-05,88939532030,Canadá,01081600
2025-10-19,93404184246,EUA,80215742
2025-08-02,26537350816,EUA,90715647
2025-07-02,23815323734,Canadá,30062913
2024-03-19,12958415259,EUA,70130899
2025-06-01,31255613734,Irlanda,01565952
2025-10-03,74709122269,Austrália,04858607
2025-07-13,02264699617,Austrália,04851035
2024-09-14,16031530756,EUA,80458359
2025-02-20,60983651412,Irlanda,04448153
2025-02-03,33909394929,EUA,01070565
2025-06-28,09681936097,Irlanda,01440689
2025-05-03,74427073185,EUA,22379797
2025-07-18,68198451645,Austrália,40260993
2025-10-28,28959077689,EUA,70584727
2025-07-19,26176084810,Irlanda,01975722
2024-12-31,11232572611,Austrália,50261501
2025-02-18,76009774180,Canadá,05393756
2025-05-18,46112379077,Irlanda,01266832
2025-05-31,08638295327,Canadá,04202074
2024-02-28,76823650780,Austrália,05702825
2024-01-04,88739476725,Canadá,01151595
2024-10-02,10238084576,EUA,80752344
2025-01-05,02488930030,Canadá,80512156
2025-05-05,64326888911,Canadá,01202211
2025-06-20,65327224114,EUA,05287937
2024-03-04,61111859490,Irlanda,50394622
2024-08-16,68578286918,Irlanda,01887948
2025-05-15,80532358647,Canadá,05463422
2025-08-17,07180407474,Canadá,05604346
2025-04-14,46618903319,EUA,20191186
2024-12-15,54156516594,Canadá,22883030
2024-07-23,56829163731,Canadá,22728557
2025-01-06,83850843694,EUA,70852398
2025-04-19,92450947696,Canadá,90977352
2025-11-19,96123845124,EUA,20604941
2024-02-20,21813574219,Reino Unido,80089333
2025-09-24,83912450863,Irlanda,30182635
2025-03-31,16093795910,EUA,22414833
2025-05-23,93792843645,Irlanda,30331310
2024-11-21,67419496275,EUA,01382595
2025-03-29,91610813806,Austrália,01485877
2025-11-21,58656511312,Austrália,05153851
2024-08-28,37775188913,EUA,70882297
2025-06-20,46637226317,EUA,20564217
2025-01-05,86638490644,EUA,05107451
2024-01-11,16898671567,EUA,30119135
2024-11-18,58240492447,EUA,04561567
2024-05-25,26718294962,EUA,05736343
2024-12-09,91202202977,Canadá,40565337
2024-07-30,42689662921,EUA,04134422
2024-12-25,36231997497,Canadá,05221747
2025-10-14,64638249141,EUA,90577476
2025-12-05,13609691335,Canadá,40247598
2025-06-12,85054873760,Irlanda,05879448
2025-08-18,14728077625,Canadá,30693526
2025-03-09,72574663445,Austrália,80277535
2025-01-13,22116723739,Canadá,01588557
2025-04-13,65608816880,Reino Unido,05144573
2025-03-07,11918206167,Austrália,60231797
2024-03-12,47721874678,Canadá,40064625
2024-11-08,98752835111,EUA,04053984
2024-11-30,65987599615,Canadá,30700790
2025-02-08,98181966777,EUA,22942672
2025-12-28,21361670255,Austrália,04948791
2024-08-12,21693805008,Irlanda,01569006
2024-07-15,71146671099,EUA,05192135
2025-06-11,84039532739,Canadá,01631054
2024-09-19,28390355196,Austrália,01764660
2025-09-15,14459196083,Canadá,01476117
2025-06-20,89255502944,Canadá,01021765
2025-10-12,82699749401,Irlanda,04010607
2024-01-03,01234787327,Irlanda,22958662
2025-05-01,02365570729,Canadá,01567086
2025-09-04,34997924504,Reino Unido,90504761
2024-11-01,66356537918,Irlanda,70358261
2024-03-03,34560680415,EUA,22021375
2024-03-28,32414535112,Irlanda,30313938
2024-10-09,25583241210,Reino Unido,04728575
2025-05-18,04610841469,Austrália,04023580
2024-11-10,38235598213,Irlanda,80647678
2024-09-18,90703672627,EUA,04730745
2025-06-01,99087227178,Reino Unido,04876143
2025-01-24,75518489067,Canadá,04700939
2025-07-01,68514413014,Irlanda,01399641
2025-10-15,61686502123,Irlanda,30220744
2024-09-04,92361596120,Austrália,04665468
2024-06-29,97082435578,EUA,01229950
2025-11-19,53078249260,Irlanda,01835621
2025-11-11,33176593780,Reino Unido,01730084
2024-02-02,46827265718,EUA,04874937
2025-02-20,86969787598,EUA,04345186
2024-11-15,63125393856,Canadá,04321971
2025-02-13,17011699586,Austrália,22624368
2025-02-07,47792622487,EUA,70715819
2024-12-24,20663195947,Canadá,05105882
2025-05-16,18004921442,Canadá,22747583
2025-12-24,60561517128,EUA,01710880
2025-04-26,35126727803,Reino Unido,05497704
2024-04-13,88845994077,EUA,01188330
2025-02-21,49948169381,Reino Unido,22035499
2025-02-27,55555439642,Irlanda,04679632
2025-03-30,64307188210,EUA,04508658
2025-05-26,01794866017,EUA,01228798
2025-01-25,39708446772,Irlanda,05007311
2024-11-23,81348218587,Irlanda,01637502
2025-12-21,52927585936,Canadá,90669633
2024-09-04,77818952988,Irlanda,40834541
2025-01-12,63465943334,Irlanda,01886288
2025-03-20,28296130662,Irlanda,20137053
2024-01-19,87786959786,EUA,50951155
2024-02-26,36749747593,Austrália,04238875
2025-06-14,68256449828,Irlanda,80100422
2025-05-17,65339658872,Reino Unido,70132782
2025-03-02,75928128431,EUA,04187267
2024-01-08,89944691273,Canadá,01820243
2025-11-07,52309375110,EUA,30605991
2025-09-21,82152580666,Reino Unido,22810589
2025-10-04,74349868719,Canadá,04853963
2024-08-05,36829887068,Austrália,01022249
2025-07-04,89166181361,Canadá,05524120
2025-08-19,64202434026,Irlanda,01781445
2025-08-19,94191062732,EUA,30217182
2024-03-06,92181364447,Canadá,70609036
2024-07-05,52201379831,EUA,40826251
2024-08-10,72202200805,Canadá,80129514
2024-08-28,04745473772,EUA,04151942
2024-10-09,44941079200,Canadá,20208247
2024-01-23,04540886290,EUA,05124539
2024-04-07,30215161966,EUA,01376017
2024-01-26,46254933124,Irlanda,22132182
2024-02-19,65825390803,Austrália,01269486
2024-06-19,01861804413,EUA,60052692
2025-03-20,47530523571,Canadá,01696067
2025-03-29,88530993005,Canadá,04352000
2024-06-27,47075671979,Reino Unido,05601464
2025-12-31,35197321425,Austrália,04603163
2024-07-25,91472218046,EUA,22427152
2024-05-20,80507283486,EUA,05889592
2024-07-15,39396829189,Austrália,30214122
2024-12-20,85501682481,Reino Unido,22762870
2024-11-08,68776121892,Reino Unido,30835787
2025-12-28,06751694783,Irlanda,22107252
2025-08-30,32728534588,Canadá,05599623
2024-06-26,44961505612,Canadá,22308837
2024-04-15,00459912693,Irlanda,22232945
2024-05-07,24651486014,Reino Unido,22896811
2025-07-05,83610011850,Reino Unido,30376158
2024-03-20,60392620096,Canadá,60646057
2025-03-03,80833430844,Irlanda,01551118
2024-11-15,90644685465,Austrália,01495040
2025-02-13,68598521696,EUA,04240816
2024-01-20,24838505371,Reino Unido,05558748
2025-01-14,61007469012,Irlanda,01016528
2024-01-14,38684971131,EUA,80695452
2025-06-22,52802227785,EUA,04643162
2025-07-15,18975037892,Reino Unido,01520363
2024-06-17,59769009502,Irlanda,80303833
2024-09-27,58292223082,EUA,22556905
2025-11-26,67041924207,Canadá,22421952
2025-01-31,13048270233,EUA,90485762
2025-06-16,40919854134,Canadá,04308380
2024-06-21,78354942413,EUA,04197105
2024-04-15,74568601875,EUA,05020494
2025-03-10,22894569266,Canadá,70505272
2025-11-04,15984514439,EUA,01842570
2025-11-17,21914367036,Canadá,04421352
2024-03-07,36750972283,Reino Unido,30771592
2024-02-23,14146628449,Irlanda,01900770
2024-10-17,30413960368,Irlanda,04349707
2024-05-02,47907651609,Canadá,05163293
2024-01-11,48245893779,Austrália,80281332
